trace_id,experiment_id,request_id,layer,left_kv_head,right_kv_head,drop_jaccard,keep_jaccard
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,1,0.9436961206896551,0.004761904761904762
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,2,0.9525989765688123,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,3,0.9290741743367623,0.06761565836298933
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,4,0.9523296525720442,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,5,0.9517780172413793,0.005555555555555556
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,6,0.7865107424530867,0.0438489646772229
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,0,7,0.9525989765688123,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,2,0.9905736601131161,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,3,0.9577047413793104,0.006329113924050633
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,4,0.9903043361163479,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,5,0.9897629310344828,0.02564102564102564
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,6,0.8076508620689655,0.0013986013986013986
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,1,7,0.9905736601131161,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,2,3,0.9666038244007541,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,2,4,0.9997306760032318,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,2,5,0.9986533800161594,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,2,6,0.8165903582009157,0.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,2,7,1.0,1.0
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,3,4,0.966864224137931,0.008064516129032258
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,3,5,0.966316356777149,0.015748031496062992
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,3,6,0.7855987055016181,0.00625
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T030718Z,longbench__qasper__row000079,0,3,7,0.9666038244007541,0.0
