left_trace_id,right_trace_id,left_request_id,right_request_id,layer_retention_pearson,layer_head_retention_pearson,logical_removed_fraction_delta,cold_removed_fraction_delta
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T032826Z::longbench__qasper__row000163,longbench__qasper__row000079,longbench__qasper__row000163,0.9973298378287151,0.9976077811864131,-0.0032371399915415155,0.004522910555895487
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T032848Z::longbench__qasper__row000049,longbench__qasper__row000079,longbench__qasper__row000049,0.9940148021954364,0.9955807518306977,-0.008413861792399335,-0.01611330362575003
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T032912Z::longbench__qasper__row000070,longbench__qasper__row000079,longbench__qasper__row000070,0.9900385019515889,0.9942593628702618,0.0012274046866385113,-0.006194955469463914
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T032936Z::longbench__narrativeqa__row000003,longbench__qasper__row000079,longbench__narrativeqa__row000003,0.9699172063056583,0.9799295776504063,0.00455940057675297,-0.00875931523790463
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033001Z::longbench__qasper__row000016,longbench__qasper__row000079,longbench__qasper__row000016,0.9140325685157097,0.9621024619845688,-0.026837509867892795,-0.04458574780961966
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033025Z::longbench__gov_report__row000096,longbench__qasper__row000079,longbench__gov_report__row000096,0.9977654059976434,0.9961948225692822,-0.003331032054454508,0.0067060172401125495
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033048Z::longbench__multi_news__row000127,longbench__qasper__row000079,longbench__multi_news__row000127,0.9945760839919255,0.9927294054249362,0.00245614933520244,0.012246521830320711
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033110Z::longbench__gov_report__row000180,longbench__qasper__row000079,longbench__gov_report__row000180,0.993368103133713,0.9955686460734725,0.003856856140813769,-0.0008944223962821241
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033133Z::longbench__multi_news__row000144,longbench__qasper__row000079,longbench__multi_news__row000144,0.9885388356720195,0.9914821388997991,0.002684291879724632,-0.0037431940668659625
kvzap-predictor-trace-20260818T030718Z::longbench__qasper__row000079,kvzap-predictor-trace-20260818T033156Z::longbench__gov_report__row000057,longbench__qasper__row000079,longbench__gov_report__row000057,0.975422923553678,0.9852711593853833,0.003954203668719014,-0.008362373160354486
